NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190003076429,2019,1501402,Belém,15,PA,14,M,1,1,1,1501402.0,Belém,15.0,PA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501402,Belém,15,PA,1,1,1,1,504.0,507.0,511.0,516.0,430.8,448.9,574.5,535.5,DBCCADABABEDDCAAAADEEACBAEDBAEDCDCBBACBCEABED,BCABAAAECBCCABAECCCDDAEBBEAADDAACECADDBAABCBB,BDABE99999BCAEADDBEEDACECAAECBCCECBBEBDAADECEECDAE,DADEDBAEBECAABABCDEADCDEDECEDBABEBEBCEBDDBADA,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,100.0,120.0,140.0,120.0,640.0,E,E,D,C,4,E,A,B,C,B,A,B,D,B,A,B,A,A,C,A,A,D,A,B,B
190003076705,2019,1600303,Macapá,16,AP,14,F,1,3,1,1600303.0,Macapá,16.0,AP,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600303,Macapá,16,AP,1,1,1,1,504.0,508.0,512.0,516.0,364.1,469.3,455.6,438.7,DBCCDEDEBADADEBABCEDCBCDBECABDBDCDAECCADBABDE,AEABCBACEDCDECBABCDDBDCCDBDCADEDCBABCEBDACEAB,99999BDCADBDABDECBEEACBDCEADEBCAAEDCAACBEDCDEABEAC,DCAEDBBEACDCBBCABDBABCABDBCEEACAEDAEDBECAEBAB,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,140.0,120.0,140.0,140.0,100.0,640.0,C,C,B,F,7,C,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,A
190003077477,2019,2101400,Balsas,21,MA,14,M,1,3,1,2101400.0,Balsas,21.0,MA,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101400,Balsas,21,MA,1,1,1,1,505.0,510.0,513.0,518.0,398.2,412.5,492.7,421.0,CCBBDEACADEEBECBEECDCBCEDCEDBDBEDAEBEDBADBDEC,CADDABDAEBDEABCAEEADCDADEDBEEBCADBBDDCCBEDDEB,AEBBA99999CDBADBEACECBDCADEBDCBEDCAEBBADBDEDEDAEBB,DCBCBBCDCBEACACDBBBACBBADBCBECAABECADDABBDDAC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,100.0,120.0,100.0,120.0,100.0,540.0,E,G,A,D,4,F,A,C,D,B,B,B,B,A,A,B,A,A,B,A,A,D,B,B,B
190003077686,2019,2100055,Açailândia,21,MA,14,F,1,3,1,2111300.0,São Luís,21.0,MA,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100055,Açailândia,21,MA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,F,D,E,3,D,A,D,D,A,A,C,B,A,A,B,A,A,D,B,B,E,A,C,B
190003078045,2019,2211001,Teresina,22,PI,14,F,1,1,1,2211001.0,Teresina,22.0,PI,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211001,Teresina,22,PI,1,1,1,1,505.0,508.0,512.0,518.0,565.6,579.6,557.0,501.6,ECDCCEBCBCAAABCABEBDEACDBCDEDBBBAECABAEDDDDEE,ABABBDBECBAEDCCBDCEEEABBAADEECEDBEEBBEBABACCC,99999BDBABCEBCBBCCBCCAEECBABEBBDEBAAADCDEAACCABACD,DBBCBBACCDECCEEDEDECDCDDBADBCDCDBDDBBDBDBDEBA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,160.0,180.0,160.0,140.0,180.0,820.0,F,E,D,B,2,C,A,C,C,B,B,B,A,B,A,A,A,A,C,B,A,D,A,B,B
190003078556,2019,2202406,Capitão de Campos,22,PI,14,M,1,3,1,2202208.0,Campo Maior,22.0,PI,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208403,Piripiri,22,PI,1,1,1,1,506.0,509.0,514.0,517.0,404.4,465.6,448.9,577.5,EBEDACDEDCBAEDDDBDABCBACCBDBDEDACAAACDECADBDC,ACBCCBCEDCDBCDCBBDECDBCEBBCACDCDBDCBCECCCDCAA,99999ACCABEADDDCCBBCECCDCBBBDEBBEDCAADCACDCCCBCADC,DBCBDBECCBADDDBDABCECDCBBAADDDCCECCCDBEDBBBEA,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,120.0,80.0,120.0,40.0,460.0,C,E,A,A,4,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190003080029,2019,1503200,Igarapé-Açu,15,PA,14,F,1,3,1,1503200.0,Igarapé-Açu,15.0,PA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503200,Igarapé-Açu,15,PA,1,1,1,1,503.0,508.0,512.0,515.0,403.6,380.6,441.8,511.0,AEEDBCBADDDCBBACDBBDEADDEBBCAEDECBDCDCDDBCBCA,AEDCBCECDDBADCCBDDECCABBECBEEEEC*CEDBBDCADEBD,99999DEAABDCABCBCBEEBCDDCBAEEDEBEBDDEECDEABDCAEDEA,ECDDBCEBADBACBACBECDABCADAE.CABCBBAEACDBBCAEE,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,60.0,100.0,120.0,0.0,400.0,E,E,D,C,8,C,A,B,D,A,B,B,A,A,A,A,A,A,C,A,A,E,A,B,B
190003080054,2019,1501600,Bonito,15,PA,14,F,1,3,1,1502202.0,Capanema,15.0,PA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502202,Capanema,15,PA,1,1,1,1,504.0,508.0,512.0,516.0,407.4,374.3,438.8,447.3,BDCABDEDEE*BDEACAEDABCCAEB*CCBDBADCCBDEAABBEC,AECCCAADECBCAEDBECBDCDECEBBAACEEDDCBCC*DCEDEE,99999EECABDBBADCBCAEEBCEBCDAEADBABDACAECBEDCBACBED,CEAEBCDECBACBDACBDADECABDEDBCABCDAEBBCEDADBAE,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,100.0,140.0,600.0,B,F,A,D,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
190003080839,2019,2110104,Santa Quitéria do Maranhão,21,MA,14,F,1,3,1,2112506.0,Tutóia,21.0,MA,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110609,São Bernardo,21,MA,1,1,1,1,504.0,507.0,511.0,516.0,501.0,569.8,550.0,446.3,CADCEEAABBCAEDBAACAEBBDDDBABABBBCBEEDCDCBABDD,BAECABABABCCACEAEACCEEEAEEBCECAEBDD*ADEEBAAAB,BDABE99999ECDABBDBEDDDAECEEEADECCDBBDBAACCDBECCCCB,ADBBCBEAAEDEADCABBEAECCEAADCDBBCEDABBBBCADBAB,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,140.0,100.0,600.0,D,F,A,A,5,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,B,B,A,A
190003081101,2019,2111300,São Luís,21,MA,14,M,1,3,1,2111300.0,São Luís,21.0,MA,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2111300,São Luís,21,MA,1,1,1,1,505.0,510.0,513.0,518.0,341.2,447.7,504.5,389.0,EABBEDCCBDEDDDBCCBDCDCBBECDCADCADBBCBEDCDBBDD,ABACAACAEAABCEAABABBAEBAEDDEEECEDACECCEACBDED,99999EEAABABCAEEAACEEDDADBDADCACEBACCBEEBDBEAACAEC,CCBCBDCCCBEEDABEBEDABCEADBCABEDBDBCAEDCADECAD,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,6.0,0.0,0.0,0.0,0.0,0.0,0.0,E,E,B,B,3,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,B,B,A,B
190003083071,2019,1506500,Santa Izabel do Pará,15,PA,14,F,1,3,2,,,,,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506500,Santa Izabel do Pará,15,PA,1,1,1,1,505.0,507.0,511.0,518.0,340.6,389.1,486.2,555.8,CBCDBDEBEECEDBAABBABEAECADEBADDADADCEDBEDBEDD,BEABEACADBABCCCDCADCEDBEAACDCABADADCDBEADAAAC,99999DBBBEDBBDBADABCEAACBDECEEACDCCBAAAACDDEAEADBC,CADBABBEDDEAEECAADCAEACDEACDAEACCCDEBAAECDBDA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,E,F,A,A,4,D,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,A
190003083413,2019,1502400,Castanhal,15,PA,14,F,1,3,1,1501402.0,Belém,15.0,PA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502400,Castanhal,15,PA,1,1,1,1,506.0,510.0,513.0,517.0,407.9,445.4,520.7,483.0,EDDBCCAEDCDBCCBBCABEDEDECADCEEBEABDBBBBCEBCDD,CBECAEDECBBDAADDCBCCECBBCEDECEAEDDEAACDDDBCDB,DEBBC99999AADCACEACEECBAEDAACCEDDDDCBEEEBABDCDECBC,EABBADDBBDBCEABDCCCDBDCADEBBAEBCDACAEBCBEBCCB,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,160.0,160.0,140.0,200.0,160.0,820.0,E,G,C,D,5,E,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190003083504,2019,1501402,Belém,15,PA,14,F,1,3,1,1501402.0,Belém,15.0,PA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501402,Belém,15,PA,1,1,1,1,504.0,509.0,514.0,516.0,403.5,397.1,469.9,501.3,BDACDAEBDDCEDBCBADCEBDCEADBBCCDBECABDBBECADDE,CBEDADBCDCACEBAEDDBADBBDAEDCBEACBEBADBCEEBEDC,CAAAE99999DDCEBBBDADECBEADAEDECDACBDBCEABBACCEDBAC,CADEBCBBECACADABBDDACADCEDCAAEABACEBEBDBCAEBC,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,100.0,80.0,0.0,420.0,B,D,B,B,3,B,A,B,A,A,A,B,A,B,A,B,A,A,B,B,A,B,A,A,A
190003083895,2019,1709500,Gurupi,17,TO,14,M,1,1,1,1709500.0,Gurupi,17.0,TO,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709500,Gurupi,17,TO,1,1,1,1,506.0,509.0,514.0,517.0,460.8,595.8,555.2,438.7,DEADCADEECEEBDCBCEBBCCBCDBEDCECBAAABCABBDCADE,DCACAEBCEBABADBAEABCBEEABEEEECCAECCBEEDBBDADD,EBCAD99999AACDDEBAEBEACDADCBDEEBDDBEBDCACBCACCAEBE,CAACBDBCBBCBCBCCBCCEBDDCECDCDDDDEDCBBBECBEBBD,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,140.0,100.0,120.0,100.0,100.0,560.0,G,F,E,D,4,H,D,D,D,C,A,B,B,B,A,B,A,B,C,B,A,D,B,B,B
190003086172,2019,1500800,Ananindeua,15,PA,14,F,1,4,1,1500800.0,Ananindeua,15.0,PA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500800,Ananindeua,15,PA,1,1,1,1,505.0,510.0,513.0,518.0,378.7,540.8,562.4,432.4,BCABBACDBBCEDCDCEADBBDCECACDBDBEDCEABACBCCDEE,BEADAEDCBDECDBAEBDACCEBCBCEEBABECECBACDECADBB,ADBBE99999ABECEBEABECEDDADAACECEDECCDEAEBACCCDBDEC,DBBCAEACDAEBDCBBCBAABCEACADCBACADBBCBAADBCDDA,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,120.0,120.0,80.0,560.0,E,D,F,F,4,J,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,B
190003086246,2019,1504950,Nova Esperança do Piriá,15,PA,14,M,1,1,1,1503077.0,Garrafão do Norte,15.0,PA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502301,Capitão Poço,15,PA,1,1,1,1,505.0,510.0,513.0,518.0,398.0,484.0,495.2,412.8,DCDABCCBDCED*CDDCADBECBCBDBDBBCEECDBDC*ACDCCA,CEDDAEDEEDAEEAACDDACDEEAECDCDBAD*BDEDEDCEAEED,99999DEBEDABB*BACEEEAADDECCABCEEDBDEDEEEBCDDAEDDBC,AEBCAAECBBBCBBDBEAAADDCEBEDBDEDCDBABBDEEEEBAB,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,6.0,0.0,0.0,0.0,0.0,0.0,0.0,B,D,A,A,4,C,A,B,C,B,C,B,C,B,A,A,A,A,B,B,A,B,A,A,B
190003087308,2019,1702109,Araguaína,17,TO,14,M,1,1,1,1702109.0,Araguaína,17.0,TO,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702109,Araguaína,17,TO,1,1,1,1,504.0,507.0,511.0,516.0,425.7,381.9,456.0,458.4,CBAEEDCACEBDDDDBBACDABBABEACDEAABABCBBBEADBEB,AEABEAAEEBDBDBAABEBAADEDDBBAECBCAEDCAEDACEDBA,99999DEDBAACBACADCDDBAEEDDABCEBBACBACEACBBAAEEADCA,BAAECABEDBDCACBACEEDEACCABBBEAACBCDCBBEECADEA,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,120.0,0.0,480.0,F,F,D,D,4,D,A,C,C,B,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B
190003087755,2019,2101202,Bacabal,21,MA,14,F,1,3,1,2101202.0,Bacabal,21.0,MA,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101202,Bacabal,21,MA,1,1,1,1,506.0,510.0,513.0,517.0,550.7,588.1,484.3,600.1,DEDDACADDCEACDDCBCBBDECE*EDBEEBBAAADBBEEDDBDE,BAACBCDBCDBDABABCADECEBCCDBCCBCACACBDACBCBDCE,CECBC99999BCCBACCABBCBDBCAAAECDEDBDDCEABCEBECABCBC,CABBDCDCBEEADDABAEBBAECACDBBCBBDADACADEAADCEB,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,100.0,120.0,60.0,520.0,B,E,B,B,3,B,A,B,C,A,B,B,A,B,A,A,A,A,B,B,A,B,A,A,A
190003087944,2019,2108454,Peritoró,21,MA,14,F,1,3,1,2103604.0,Coroatá,21.0,MA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108207,Pedreiras,21,MA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,G,E,D,A,4,F,D,B,C,B,B,B,A,B,A,A,A,A,B,A,B,D,A,B,B
190003088346,2019,2101202,Bacabal,21,MA,14,F,3,3,1,2111300.0,São Luís,21.0,MA,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101202,Bacabal,21,MA,1,1,1,1,503.0,509.0,514.0,515.0,481.8,588.5,568.0,492.4,EEACEEBECBAABDBBBCBBAEAABBCEDDCEDADCCCBDDBBDB,DCBCAEDCABABACAABAEABBCBCCBAEDEBBDCAEEDBBAEDE,EBBAE99999BACECAEDEBDACDBAECDECBADAEECCBCCCDECCEDE,ECBDDEBCBCCBBCECDCBAADBEBBAEBAEBCBCEDBDBBCDCA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,120.0,120.0,120.0,120.0,620.0,B,G,C,D,4,K,D,E,D,B,A,B,B,B,A,B,A,A,B,B,A,B,B,B,B
190003088416,2019,2211001,Teresina,22,PI,14,F,1,3,1,2211001.0,Teresina,22.0,PI,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211001,Teresina,22,PI,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,F,G,E,E,4,J,A,C,C,B,A,B,A,B,A,B,A,A,C,A,A,C,A,B,B
